,mod_date,pub_date,cvss,cwe_code,cwe_name,
CVE-2019-15383,14/11/2019 17:31,14/11/2019 17:15,2.1,862, Missing Authorization,
CVE-2019-15377,14/11/2019 17:31,14/11/2019 17:15,2.1,862, Missing Authorization,
CVE-2019-15376,14/11/2019 17:31,14/11/2019 17:15,2.1,862, Missing Authorization,
CVE-2019-15375,14/11/2019 17:31,14/11/2019 17:15,2.1,862, Missing Authorization,
CVE-2019-14818,14/11/2019 17:31,14/11/2019 17:15,5,772, Missing Release of Resource after Effective Lifetime,
CVE-2019-14602,14/11/2019 17:31,14/11/2019 17:15,4.6,276, Incorrect Default Permissions,
CVE-2019-14566,14/11/2019 17:31,14/11/2019 17:15,4.6,20, Improper Input Validation,
CVE-2019-14565,14/11/2019 17:31,14/11/2019 17:15,4.6,20, Improper Input Validation,
CVE-2019-11182,14/11/2019 17:31,14/11/2019 17:15,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-11181,14/11/2019 17:31,14/11/2019 17:15,7.2,125, Out-of-bounds Read,
CVE-2019-11180,14/11/2019 17:31,14/11/2019 17:15,7.8,20, Improper Input Validation,
CVE-2019-11179,14/11/2019 17:31,14/11/2019 17:15,4,20, Improper Input Validation,
CVE-2019-11178,14/11/2019 17:31,14/11/2019 17:15,5.5,120, Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),
CVE-2019-11177,14/11/2019 17:31,14/11/2019 17:15,7.8,755, Improper Handling of Exceptional Conditions,
CVE-2019-11175,14/11/2019 17:31,14/11/2019 17:15,5,20, Improper Input Validation,
CVE-2019-11174,14/11/2019 17:31,14/11/2019 17:15,5,200, Information Exposure,
CVE-2019-11173,14/11/2019 17:31,14/11/2019 17:15,3.6,384, Session Fixation,
CVE-2019-11172,14/11/2019 17:31,14/11/2019 17:15,5,125, Out-of-bounds Read,
CVE-2019-11171,14/11/2019 17:31,14/11/2019 17:15,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-11170,14/11/2019 17:31,14/11/2019 17:15,7.2,287, Improper Authentication,
CVE-2019-11168,14/11/2019 17:31,14/11/2019 17:15,6.4,613, Insufficient Session Expiration,
CVE-2019-11156,14/11/2019 17:31,14/11/2019 17:15,4.6,269, Improper Privilege Management,
CVE-2019-11155,14/11/2019 17:31,14/11/2019 17:15,3.6,276, Incorrect Default Permissions,
CVE-2019-11154,14/11/2019 17:31,14/11/2019 17:15,3.6,276, Incorrect Default Permissions,
CVE-2019-11153,14/11/2019 17:31,14/11/2019 17:15,4.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-11152,14/11/2019 17:31,14/11/2019 17:15,5.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-11151,14/11/2019 17:31,14/11/2019 17:15,4.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-11137,14/11/2019 17:31,14/11/2019 17:15,4.6,20, Improper Input Validation,
CVE-2019-11136,14/11/2019 17:31,14/11/2019 17:15,4.6,269, Improper Privilege Management,
CVE-2012-1170,14/11/2019 17:31,14/11/2019 17:15,5,354, Improper Validation of Integrity Check Value,
CVE-2012-1169,14/11/2019 17:31,14/11/2019 17:15,5,200, Information Exposure,
CVE-2012-1161,14/11/2019 17:31,14/11/2019 17:15,4,200, Information Exposure,
CVE-2012-1160,14/11/2019 17:31,14/11/2019 17:15,4,732, Incorrect Permission Assignment for Critical Resource,
CVE-2012-1159,14/11/2019 17:31,14/11/2019 17:15,4,200, Information Exposure,
CVE-2012-1158,14/11/2019 17:31,14/11/2019 17:15,4,200, Information Exposure,
CVE-2012-1157,14/11/2019 17:31,14/11/2019 17:15,4,276, Incorrect Default Permissions,
CVE-2019-8248,14/11/2019 16:53,14/11/2019 16:15,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-8247,14/11/2019 16:53,14/11/2019 16:15,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-8246,14/11/2019 16:53,14/11/2019 16:15,10,787, Out-of-bounds Write,
CVE-2019-8244,14/11/2019 16:53,14/11/2019 16:15,4.3,125, Out-of-bounds Read,
CVE-2019-8243,14/11/2019 16:53,14/11/2019 16:15,4.3,125, Out-of-bounds Read,
CVE-2019-8242,14/11/2019 16:53,14/11/2019 16:15,4.3,125, Out-of-bounds Read,
CVE-2019-8241,14/11/2019 16:53,14/11/2019 16:15,4.3,125, Out-of-bounds Read,
CVE-2019-8240,14/11/2019 16:53,14/11/2019 16:15,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-8239,14/11/2019 16:53,14/11/2019 16:15,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-7962,14/11/2019 16:53,14/11/2019 16:15,4.4,426, Untrusted Search Path,
CVE-2019-7960,14/11/2019 16:53,14/11/2019 16:15,4.4,426, Untrusted Search Path,
CVE-2013-4655,14/11/2019 16:46,13/11/2019 16:15,7.8,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2019-18957,14/11/2019 14:15,14/11/2019 14:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-18895,14/11/2019 14:15,14/11/2019 14:15,4.6,276, Incorrect Default Permissions,
CVE-2019-18885,14/11/2019 14:15,14/11/2019 14:15,2.1,476, NULL Pointer Dereference,
CVE-2019-3651,14/11/2019 13:15,13/11/2019 23:15,6.5,200, Information Exposure,
CVE-2019-5029,14/11/2019 12:30,13/11/2019 23:15,10,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),
CVE-2019-3663,14/11/2019 12:30,14/11/2019 0:15,2.1,522, Insufficiently Protected Credentials,
CVE-2019-3662,14/11/2019 12:30,14/11/2019 0:15,4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2019-3661,14/11/2019 12:30,14/11/2019 0:15,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2019-3660,14/11/2019 12:30,13/11/2019 23:15,6.5,74, Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),
CVE-2019-3650,14/11/2019 12:30,13/11/2019 23:15,4,200, Information Exposure,
CVE-2019-3649,14/11/2019 12:30,13/11/2019 23:15,4,200, Information Exposure,
CVE-2019-3640,14/11/2019 12:30,14/11/2019 0:15,4,522, Insufficiently Protected Credentials,
CVE-2019-3420,14/11/2019 12:30,13/11/2019 23:15,3.3,200, Information Exposure,
CVE-2019-18954,14/11/2019 12:30,14/11/2019 0:15,5,74, Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),
CVE-2019-18952,14/11/2019 12:30,13/11/2019 23:15,7.5,434, Unrestricted Upload of File with Dangerous Type,
CVE-2019-18951,14/11/2019 12:30,13/11/2019 23:15,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2019-18949,14/11/2019 12:30,14/11/2019 3:15,5,20, Improper Input Validation,
CVE-2019-18923,14/11/2019 12:30,13/11/2019 22:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-18240,14/11/2019 12:30,13/11/2019 23:15,7.5,787, Out-of-bounds Write,
CVE-2019-16863,14/11/2019 12:30,14/11/2019 3:15,4.3,327, Use of a Broken or Risky Cryptographic Algorithm,
CVE-2019-13555,14/11/2019 12:30,13/11/2019 23:15,4.3,400, Uncontrolled Resource Consumption,
CVE-2019-0396,14/11/2019 12:30,13/11/2019 23:15,5.5,20, Improper Input Validation,
CVE-2019-0393,14/11/2019 12:30,13/11/2019 22:15,4,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2019-0391,14/11/2019 12:30,13/11/2019 22:15,4,200, Information Exposure,
CVE-2019-0390,14/11/2019 12:30,13/11/2019 22:15,4,200, Information Exposure,
CVE-2019-0389,14/11/2019 12:30,13/11/2019 22:15,6.5,269, Improper Privilege Management,
CVE-2019-0388,14/11/2019 12:30,13/11/2019 23:15,5,290, Authentication Bypass by Spoofing,
CVE-2019-0386,14/11/2019 12:30,13/11/2019 23:15,6.5,863, Incorrect Authorization,
CVE-2019-0385,14/11/2019 12:30,13/11/2019 22:15,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-0382,14/11/2019 12:30,13/11/2019 22:15,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2013-3366,14/11/2019 12:30,13/11/2019 22:15,9.3,352, Cross-Site Request Forgery (CSRF),
CVE-2013-3097,14/11/2019 12:30,13/11/2019 22:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2011-1588,14/11/2019 12:30,14/11/2019 2:15,6.8,134, Use of Externally-Controlled Format String,
CVE-2011-1490,14/11/2019 12:30,14/11/2019 2:15,2.1,772, Missing Release of Resource after Effective Lifetime,
CVE-2011-1489,14/11/2019 12:30,14/11/2019 2:15,2.1,772, Missing Release of Resource after Effective Lifetime,
CVE-2011-1488,14/11/2019 12:30,14/11/2019 2:15,1.9,772, Missing Release of Resource after Effective Lifetime,
CVE-2011-1145,14/11/2019 12:30,14/11/2019 2:15,4.6,120, Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),
CVE-2011-1136,14/11/2019 12:30,14/11/2019 1:15,6.3,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2011-1070,14/11/2019 12:30,14/11/2019 1:15,7.2,863, Incorrect Authorization,
CVE-2011-0544,14/11/2019 12:30,14/11/2019 0:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-5108,14/11/2019 12:30,13/11/2019 23:15,5,276, Incorrect Default Permissions,
CVE-2010-4664,14/11/2019 12:30,13/11/2019 22:15,6.5,269, Improper Privilege Management,
CVE-2019-17550,13/11/2019 21:26,13/11/2019 21:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-17515,13/11/2019 21:26,13/11/2019 21:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2014-1214,13/11/2019 21:26,13/11/2019 21:15,6.5,434, Unrestricted Upload of File with Dangerous Type,
CVE-2013-4275,13/11/2019 21:26,13/11/2019 21:15,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2013-3367,13/11/2019 21:26,13/11/2019 21:15,10,287, Improper Authentication,
CVE-2012-5193,13/11/2019 21:26,13/11/2019 21:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2011-4972,13/11/2019 21:26,13/11/2019 21:15,5,200, Information Exposure,
CVE-2010-4661,13/11/2019 21:26,13/11/2019 21:15,4.6,434, Unrestricted Upload of File with Dangerous Type,
CVE-2010-4657,13/11/2019 21:26,13/11/2019 21:15,5,772, Missing Release of Resource after Effective Lifetime,
CVE-2019-9467,13/11/2019 20:22,13/11/2019 20:15,7.2,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),
CVE-2019-9466,13/11/2019 20:22,13/11/2019 20:15,7.5,20, Improper Input Validation,
CVE-2019-2210,13/11/2019 20:22,13/11/2019 20:15,7.2,120, Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),
CVE-2019-18884,13/11/2019 20:22,13/11/2019 20:15,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2019-18844,13/11/2019 20:22,13/11/2019 20:15,5,617, Reachable Assertion,
CVE-2019-18837,13/11/2019 20:22,13/11/2019 20:15,5,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2013-3516,13/11/2019 20:22,13/11/2019 20:15,4.3,352, Cross-Site Request Forgery (CSRF),
CVE-2010-4654,13/11/2019 20:22,13/11/2019 20:15,9.3,74, Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),
CVE-2010-4653,13/11/2019 20:22,13/11/2019 20:15,4.3,190, Integer Overflow or Wraparound,
CVE-2019-16951,13/11/2019 19:29,13/11/2019 19:15,5,200, Information Exposure,
CVE-2013-3517,13/11/2019 19:29,13/11/2019 19:15,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4533,13/11/2019 19:29,13/11/2019 19:15,7.5,295, Improper Certificate Validation,
CVE-2019-2233,13/11/2019 18:28,13/11/2019 18:15,7.2,269, Improper Privilege Management,
CVE-2019-2209,13/11/2019 18:28,13/11/2019 18:15,4.9,125, Out-of-bounds Read,
CVE-2019-2208,13/11/2019 18:28,13/11/2019 18:15,7.8,200, Information Exposure,
CVE-2019-2207,13/11/2019 18:28,13/11/2019 18:15,7.2,787, Out-of-bounds Write,
CVE-2019-2206,13/11/2019 18:28,13/11/2019 18:15,9.3,787, Out-of-bounds Write,
CVE-2019-2205,13/11/2019 18:28,13/11/2019 18:15,10,416, Use After Free,
CVE-2019-2204,13/11/2019 18:28,13/11/2019 18:15,10,125, Out-of-bounds Read,
CVE-2019-2203,13/11/2019 18:28,13/11/2019 18:15,7.2,787, Out-of-bounds Write,
CVE-2019-2202,13/11/2019 18:28,13/11/2019 18:15,7.2,787, Out-of-bounds Write,
CVE-2019-2201,13/11/2019 18:28,13/11/2019 18:15,9.3,787, Out-of-bounds Write,
CVE-2019-2199,13/11/2019 18:28,13/11/2019 18:15,7.2,269, Improper Privilege Management,
CVE-2019-2198,13/11/2019 18:28,13/11/2019 18:15,4.9,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2019-2197,13/11/2019 18:28,13/11/2019 18:15,2.1,269, Improper Privilege Management,
CVE-2019-2196,13/11/2019 18:28,13/11/2019 18:15,4.9,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2019-2195,13/11/2019 18:28,13/11/2019 18:15,7.2,20, Improper Input Validation,
CVE-2019-2193,13/11/2019 18:28,13/11/2019 18:15,7.2,269, Improper Privilege Management,
CVE-2019-2192,13/11/2019 18:28,13/11/2019 18:15,7.2,20, Improper Input Validation,
CVE-2019-2036,13/11/2019 18:28,13/11/2019 18:15,10,269, Improper Privilege Management,
CVE-2019-18279,13/11/2019 18:28,13/11/2019 18:15,6.8,269, Improper Privilege Management,
CVE-2019-16949,13/11/2019 18:28,13/11/2019 18:15,4,20, Improper Input Validation,
CVE-2010-4532,13/11/2019 18:28,13/11/2019 18:15,4.3,295, Improper Certificate Validation,
CVE-2019-5294,13/11/2019 17:27,13/11/2019 17:15,5,125, Out-of-bounds Read,
CVE-2019-5293,13/11/2019 17:27,13/11/2019 17:15,4,772, Missing Release of Resource after Effective Lifetime,
CVE-2019-5289,13/11/2019 17:27,13/11/2019 17:15,5,125, Out-of-bounds Read,
CVE-2019-16948,13/11/2019 17:27,13/11/2019 17:15,7.5,918, Server-Side Request Forgery (SSRF),
CVE-2014-8167,13/11/2019 17:27,13/11/2019 17:15,4.3,295, Improper Certificate Validation,
CVE-2012-4385,13/11/2019 17:27,13/11/2019 17:15,4.3,352, Cross-Site Request Forgery (CSRF),
CVE-2019-5292,13/11/2019 16:17,13/11/2019 16:15,2.1,200, Information Exposure,
CVE-2019-18931,13/11/2019 16:17,13/11/2019 16:15,9,120, Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),
CVE-2019-18930,13/11/2019 16:17,13/11/2019 16:15,9,787, Out-of-bounds Write,
CVE-2019-18929,13/11/2019 16:17,13/11/2019 16:15,9,787, Out-of-bounds Write,
CVE-2019-15948,13/11/2019 16:17,13/11/2019 16:15,5.8,120, Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),
CVE-2019-5288,13/11/2019 15:28,13/11/2019 15:15,9.3,190, Integer Overflow or Wraparound,
CVE-2019-5287,13/11/2019 15:28,13/11/2019 15:15,9.3,190, Integer Overflow or Wraparound,
CVE-2019-18839,13/11/2019 15:28,13/11/2019 15:15,8.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-17524,13/11/2019 15:28,13/11/2019 15:15,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-17523,13/11/2019 15:28,13/11/2019 15:15,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-5282,13/11/2019 14:20,13/11/2019 14:15,6.8,415, Double Free,
CVE-2019-5279,13/11/2019 14:20,13/11/2019 14:15,4.3,200, Information Exposure,
CVE-2019-18397,13/11/2019 14:20,13/11/2019 14:15,6.8,120, Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),
CVE-2019-3641,13/11/2019 14:00,13/11/2019 11:15,3.5,287, Improper Authentication,
CVE-2019-5246,13/11/2019 0:15,13/11/2019 0:15,4.6,345, Insufficient Verification of Data Authenticity,
CVE-2019-5233,13/11/2019 0:15,13/11/2019 0:15,6.8,287, Improper Authentication,
CVE-2019-5231,13/11/2019 0:15,13/11/2019 0:15,2.1,863, Incorrect Authorization,
CVE-2019-5230,13/11/2019 0:15,13/11/2019 0:15,4.3,20, Improper Input Validation,
CVE-2019-5229,12/11/2019 23:15,12/11/2019 23:15,4.6,345, Insufficient Verification of Data Authenticity,
CVE-2019-5228,12/11/2019 23:15,12/11/2019 23:15,6.8,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),
CVE-2019-5213,12/11/2019 23:15,12/11/2019 23:15,1.9,287, Improper Authentication,
CVE-2010-4177,12/11/2019 23:15,12/11/2019 23:15,2.1,319, Cleartext Transmission of Sensitive Information,
CVE-2010-3857,12/11/2019 23:15,12/11/2019 23:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2017-17224,12/11/2019 22:15,12/11/2019 22:15,5.8,476, NULL Pointer Dereference,
CVE-2011-1803,12/11/2019 22:15,12/11/2019 22:15,4.3,415, Double Free,
CVE-2011-1802,12/11/2019 22:15,12/11/2019 22:15,4.3,476, NULL Pointer Dereference,
CVE-2010-3844,12/11/2019 22:15,12/11/2019 22:15,6.8,120, Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),
CVE-2010-3440,12/11/2019 22:15,12/11/2019 22:15,3.3,494, Download of Code Without Integrity Check,
CVE-2010-3305,12/11/2019 22:15,12/11/2019 22:15,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2019-6188,12/11/2019 21:16,12/11/2019 21:15,7.5,863, Incorrect Authorization,
CVE-2019-6172,12/11/2019 21:16,12/11/2019 21:15,7.5,20, Improper Input Validation,
CVE-2019-6170,12/11/2019 21:16,12/11/2019 21:15,7.5,20, Improper Input Validation,
CVE-2019-5695,12/11/2019 21:16,12/11/2019 21:15,4.4,426, Untrusted Search Path,
CVE-2019-14367,12/11/2019 21:16,12/11/2019 21:15,5,200, Information Exposure,
CVE-2019-14366,12/11/2019 21:16,12/11/2019 21:15,5,200, Information Exposure,
CVE-2019-14365,12/11/2019 21:16,12/11/2019 21:15,5,200, Information Exposure,
CVE-2011-2334,12/11/2019 21:16,12/11/2019 21:15,4.3,416, Use After Free,
CVE-2010-3299,12/11/2019 21:16,12/11/2019 21:15,4.3,311, Missing Encryption of Sensitive Data,
CVE-2010-3292,12/11/2019 21:16,12/11/2019 21:15,2.1,311, Missing Encryption of Sensitive Data,
CVE-2010-3095,12/11/2019 21:16,12/11/2019 21:15,3.3,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2019-17332,12/11/2019 20:43,12/11/2019 20:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-17331,12/11/2019 20:43,12/11/2019 20:15,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-17330,12/11/2019 20:43,12/11/2019 20:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-1457,12/11/2019 20:43,12/11/2019 19:15,6.8,20, Improper Input Validation,
CVE-2019-1456,12/11/2019 20:43,12/11/2019 19:15,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-1449,12/11/2019 20:43,12/11/2019 19:15,10,269, Improper Privilege Management,
CVE-2019-1448,12/11/2019 20:43,12/11/2019 19:15,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-1447,12/11/2019 20:43,12/11/2019 19:15,5.8,20, Improper Input Validation,
CVE-2019-1446,12/11/2019 20:43,12/11/2019 19:15,4.3,200, Information Exposure,
CVE-2019-1445,12/11/2019 20:43,12/11/2019 19:15,5.8,20, Improper Input Validation,
CVE-2019-1443,12/11/2019 20:43,12/11/2019 19:15,4,434, Unrestricted Upload of File with Dangerous Type,
